240119_11_05
 start training 
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 0) 
bl_vals = [45.  0. 45. ... 45. 45. 45.] ,means = 43.89690017700195 
Epoch 13 (batch = 35): Loss: -0.092 L: 5.209, 0min1sec 
Epoch 13 (batch = 36): Loss: -0.098 L: 5.205, 0min0sec 
Epoch 13 (batch = 37): Loss: -0.104 L: 5.211, 0min0sec 
Epoch 13 (batch = 38): Loss: -0.103 L: 5.209, 0min0sec 
Epoch 13 (batch = 39): Loss: -0.103 L: 5.215, 0min0sec 
Epoch 13 (batch = 40): Loss: -0.099 L: 5.208, 0min0sec 
Epoch 13 (batch = 41): Loss: -0.104 L: 5.203, 0min0sec 
Epoch 13 (batch = 42): Loss: -0.101 L: 5.202, 0min0sec 
Epoch 13 (batch = 43): Loss: -0.102 L: 5.202, 0min0sec 
Epoch 13 (batch = 44): Loss: -0.102 L: 5.205, 0min0sec 
Epoch 13 (batch = 45): Loss: -0.100 L: 5.208, 0min0sec 
Epoch 13 (batch = 46): Loss: -0.100 L: 5.202, 0min0sec 
Epoch 13 (batch = 47): Loss: -0.100 L: 5.204, 0min0sec 
Epoch 13 (batch = 48): Loss: -0.099 L: 5.199, 0min0sec 
Epoch 13 (batch = 49): Loss: -0.098 L: 5.195, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 13) 
Epoch 13 candidate mean 5.171999931335449, baseline mean 5.183599948883057 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 13) 
bl_vals = [5. 8. 8. ... 4. 6. 5.] ,means = 5.203999996185303 
Epoch 14 (batch = 0): Loss: -0.224 L: 5.062, 0min4sec 
Epoch 14 (batch = 1): Loss: -0.163 L: 5.160, 0min0sec 
Epoch 14 (batch = 2): Loss: -0.157 L: 5.039, 0min0sec 
Epoch 14 (batch = 3): Loss: -0.120 L: 5.049, 0min0sec 
Epoch 14 (batch = 4): Loss: -0.077 L: 5.112, 0min0sec 
Epoch 14 (batch = 5): Loss: -0.068 L: 5.142, 0min0sec 
Epoch 14 (batch = 6): Loss: -0.418 L: 5.209, 0min1sec 
Epoch 14 (batch = 7): Loss: -0.327 L: 5.223, 0min1sec 
Epoch 14 (batch = 8): Loss: -0.304 L: 5.207, 0min0sec 
Epoch 14 (batch = 9): Loss: -0.267 L: 5.187, 0min0sec 
Epoch 14 (batch = 10): Loss: -0.250 L: 5.212, 0min0sec 
Epoch 14 (batch = 11): Loss: -0.228 L: 5.214, 0min0sec 
Epoch 14 (batch = 12): Loss: -0.209 L: 5.193, 0min0sec 
Epoch 14 (batch = 13): Loss: -0.196 L: 5.191, 0min0sec 
Epoch 14 (batch = 14): Loss: -0.203 L: 5.198, 0min0sec 
Epoch 14 (batch = 15): Loss: -0.216 L: 5.223, 0min1sec 
Epoch 14 (batch = 16): Loss: -0.177 L: 5.220, 0min1sec 
Epoch 14 (batch = 17): Loss: -0.173 L: 5.237, 0min0sec 
Epoch 14 (batch = 18): Loss: -0.165 L: 5.231, 0min0sec 
Epoch 14 (batch = 19): Loss: -0.156 L: 5.223, 0min0sec 
Epoch 14 (batch = 20): Loss: -0.164 L: 5.215, 0min0sec 
Epoch 14 (batch = 21): Loss: -0.173 L: 5.213, 0min0sec 
Epoch 14 (batch = 22): Loss: -0.171 L: 5.225, 0min0sec 
Epoch 14 (batch = 23): Loss: -0.164 L: 5.213, 0min0sec 
Epoch 14 (batch = 24): Loss: -0.166 L: 5.197, 0min0sec 
Epoch 14 (batch = 25): Loss: -0.160 L: 5.200, 0min0sec 
Epoch 14 (batch = 26): Loss: -0.157 L: 5.199, 0min0sec 
Epoch 14 (batch = 27): Loss: -0.158 L: 5.205, 0min0sec 
Epoch 14 (batch = 28): Loss: -0.157 L: 5.196, 0min0sec 
Epoch 14 (batch = 29): Loss: -0.160 L: 5.194, 0min0sec 
Epoch 14 (batch = 30): Loss: -0.157 L: 5.190, 0min0sec 
Epoch 14 (batch = 31): Loss: -0.159 L: 5.197, 0min0sec 
Epoch 14 (batch = 32): Loss: -0.151 L: 5.194, 0min0sec 
Epoch 14 (batch = 33): Loss: -0.146 L: 5.194, 0min0sec 
Epoch 14 (batch = 34): Loss: -0.142 L: 5.188, 0min0sec 
Epoch 14 (batch = 35): Loss: -0.139 L: 5.185, 0min0sec 
Epoch 14 (batch = 36): Loss: -0.137 L: 5.193, 0min0sec 
Epoch 14 (batch = 37): Loss: -0.136 L: 5.197, 0min0sec 
Epoch 14 (batch = 38): Loss: -0.137 L: 5.209, 0min0sec 
Epoch 14 (batch = 39): Loss: -0.138 L: 5.213, 0min0sec 
Epoch 14 (batch = 40): Loss: -0.127 L: 5.209, 0min0sec 
Epoch 14 (batch = 41): Loss: -0.124 L: 5.212, 0min0sec 
Epoch 14 (batch = 42): Loss: -0.124 L: 5.215, 0min0sec 
Epoch 14 (batch = 43): Loss: -0.120 L: 5.213, 0min0sec 
Epoch 14 (batch = 44): Loss: -0.123 L: 5.214, 0min0sec 
Epoch 14 (batch = 45): Loss: -0.121 L: 5.209, 0min0sec 
Epoch 14 (batch = 46): Loss: -0.121 L: 5.203, 0min0sec 
Epoch 14 (batch = 47): Loss: -0.120 L: 5.207, 0min0sec 
Epoch 14 (batch = 48): Loss: -0.117 L: 5.206, 0min0sec 
Epoch 14 (batch = 49): Loss: -0.113 L: 5.206, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 14) 
Epoch 14 candidate mean 5.223599910736084, baseline mean 5.203999996185303 
Epoch 15 (batch = 0): Loss: -0.040 L: 5.008, 0min2sec 
Epoch 15 (batch = 1): Loss: -0.098 L: 5.121, 0min0sec 
Epoch 15 (batch = 2): Loss: -0.075 L: 5.141, 0min0sec 
Epoch 15 (batch = 3): Loss: -0.107 L: 5.186, 0min0sec 
Epoch 15 (batch = 4): Loss: -0.080 L: 5.211, 0min0sec 
Epoch 15 (batch = 5): Loss: -0.077 L: 5.199, 0min0sec 
Epoch 15 (batch = 6): Loss: -0.073 L: 5.186, 0min0sec 
Epoch 15 (batch = 7): Loss: -0.075 L: 5.184, 0min0sec 
Epoch 15 (batch = 8): Loss: -0.088 L: 5.174, 0min0sec 
Epoch 15 (batch = 9): Loss: -0.103 L: 5.150, 0min0sec 
Epoch 15 (batch = 10): Loss: -0.096 L: 5.153, 0min0sec 
Epoch 15 (batch = 11): Loss: -0.118 L: 5.148, 0min0sec 
Epoch 15 (batch = 12): Loss: -0.113 L: 5.162, 0min0sec 
Epoch 15 (batch = 13): Loss: -0.109 L: 5.142, 0min0sec 
Epoch 15 (batch = 14): Loss: -0.103 L: 5.139, 0min0sec 
Epoch 15 (batch = 15): Loss: -0.093 L: 5.126, 0min0sec 
Epoch 15 (batch = 16): Loss: -0.089 L: 5.117, 0min0sec 
Epoch 15 (batch = 17): Loss: -0.088 L: 5.114, 0min0sec 
Epoch 15 (batch = 18): Loss: -0.084 L: 5.115, 0min0sec 
Epoch 15 (batch = 19): Loss: -0.086 L: 5.112, 0min0sec 
Epoch 15 (batch = 20): Loss: -0.082 L: 5.122, 0min0sec 
Epoch 15 (batch = 21): Loss: -0.079 L: 5.120, 0min0sec 
Epoch 15 (batch = 22): Loss: -0.078 L: 5.116, 0min0sec 
Epoch 15 (batch = 23): Loss: -0.070 L: 5.115, 0min0sec 
Epoch 15 (batch = 24): Loss: -0.074 L: 5.108, 0min0sec 
Epoch 15 (batch = 25): Loss: -0.073 L: 5.114, 0min0sec 
Epoch 15 (batch = 26): Loss: -0.069 L: 5.097, 0min0sec 
Epoch 15 (batch = 27): Loss: -0.067 L: 5.119, 0min0sec 
Epoch 15 (batch = 28): Loss: -0.068 L: 5.128, 0min0sec 
Epoch 15 (batch = 29): Loss: -0.065 L: 5.128, 0min0sec 
Epoch 15 (batch = 30): Loss: -0.064 L: 5.129, 0min0sec 
Epoch 15 (batch = 31): Loss: -0.063 L: 5.134, 0min0sec 
Epoch 15 (batch = 32): Loss: -0.062 L: 5.142, 0min0sec 
Epoch 15 (batch = 33): Loss: -0.065 L: 5.139, 0min0sec 
Epoch 15 (batch = 34): Loss: -0.066 L: 5.140, 0min0sec 
Epoch 15 (batch = 35): Loss: -0.063 L: 5.137, 0min0sec 
Epoch 15 (batch = 36): Loss: -0.064 L: 5.139, 0min0sec 
Epoch 15 (batch = 37): Loss: -0.063 L: 5.137, 0min0sec 
Epoch 15 (batch = 38): Loss: -0.061 L: 5.140, 0min0sec 
Epoch 15 (batch = 39): Loss: -0.060 L: 5.142, 0min0sec 
Epoch 15 (batch = 40): Loss: -0.061 L: 5.144, 0min0sec 
Epoch 15 (batch = 41): Loss: -0.062 L: 5.143, 0min0sec 
Epoch 15 (batch = 42): Loss: -0.059 L: 5.150, 0min0sec 
Epoch 15 (batch = 43): Loss: -0.058 L: 5.159, 0min0sec 
Epoch 15 (batch = 44): Loss: -0.058 L: 5.157, 0min0sec 
Epoch 15 (batch = 45): Loss: -0.056 L: 5.148, 0min0sec 
Epoch 15 (batch = 46): Loss: -0.054 L: 5.153, 0min0sec 
Epoch 15 (batch = 47): Loss: -0.056 L: 5.159, 0min0sec 
Epoch 15 (batch = 48): Loss: -0.054 L: 5.154, 0min0sec 
Epoch 15 (batch = 49): Loss: -0.054 L: 5.155, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 15) 
Epoch 15 candidate mean 5.261899948120117, baseline mean 5.203999996185303 
Epoch 16 (batch = 0): Loss: 0.019 L: 5.219, 0min3sec 
Epoch 16 (batch = 1): Loss: 0.042 L: 5.152, 0min0sec 
Epoch 16 (batch = 2): Loss: -0.015 L: 5.146, 0min0sec 
Epoch 16 (batch = 3): Loss: -0.019 L: 5.174, 0min0sec 
Epoch 16 (batch = 4): Loss: -0.011 L: 5.209, 0min0sec 
Epoch 16 (batch = 5): Loss: -0.061 L: 5.228, 0min0sec 
Epoch 16 (batch = 6): Loss: -0.035 L: 5.252, 0min0sec 
Epoch 16 (batch = 7): Loss: -0.044 L: 5.283, 0min0sec 
Epoch 16 (batch = 8): Loss: -0.058 L: 5.280, 0min0sec 
Epoch 16 (batch = 9): Loss: -0.046 L: 5.261, 0min0sec 
Epoch 16 (batch = 10): Loss: -0.048 L: 5.260, 0min0sec 
Epoch 16 (batch = 11): Loss: -0.054 L: 5.277, 0min0sec 
Epoch 16 (batch = 12): Loss: -0.048 L: 5.261, 0min0sec 
Epoch 16 (batch = 13): Loss: -0.056 L: 5.258, 0min0sec 
Epoch 16 (batch = 14): Loss: -0.069 L: 5.265, 0min0sec 
Epoch 16 (batch = 15): Loss: -0.067 L: 5.251, 0min0sec 
Epoch 16 (batch = 16): Loss: -0.070 L: 5.258, 0min0sec 
Epoch 16 (batch = 17): Loss: -0.074 L: 5.235, 0min0sec 
Epoch 16 (batch = 18): Loss: -0.071 L: 5.242, 0min0sec 
Epoch 16 (batch = 19): Loss: -0.068 L: 5.237, 0min0sec 
Epoch 16 (batch = 20): Loss: -0.072 L: 5.240, 0min0sec 
Epoch 16 (batch = 21): Loss: -0.070 L: 5.228, 0min0sec 
Epoch 16 (batch = 22): Loss: -0.071 L: 5.214, 0min0sec 
Epoch 16 (batch = 23): Loss: -0.071 L: 5.213, 0min0sec 
Epoch 16 (batch = 24): Loss: -0.064 L: 5.220, 0min0sec 
Epoch 16 (batch = 25): Loss: -0.060 L: 5.224, 0min0sec 
Epoch 16 (batch = 26): Loss: -0.061 L: 5.219, 0min0sec 
Epoch 16 (batch = 27): Loss: -0.066 L: 5.216, 0min0sec 
Epoch 16 (batch = 28): Loss: -0.063 L: 5.200, 0min0sec 
Epoch 16 (batch = 29): Loss: -0.063 L: 5.203, 0min0sec 
Epoch 16 (batch = 30): Loss: -0.062 L: 5.195, 0min0sec 
Epoch 16 (batch = 31): Loss: -0.063 L: 5.194, 0min0sec 
Epoch 16 (batch = 32): Loss: -0.062 L: 5.193, 0min0sec 
Epoch 16 (batch = 33): Loss: -0.068 L: 5.195, 0min0sec 
Epoch 16 (batch = 34): Loss: -0.067 L: 5.195, 0min0sec 
Epoch 16 (batch = 35): Loss: -0.070 L: 5.191, 0min0sec 
Epoch 16 (batch = 36): Loss: -0.070 L: 5.195, 0min0sec 
Epoch 16 (batch = 37): Loss: -0.068 L: 5.191, 0min0sec 
Epoch 16 (batch = 38): Loss: -0.065 L: 5.179, 0min0sec 
Epoch 16 (batch = 39): Loss: -0.064 L: 5.180, 0min0sec 
Epoch 16 (batch = 40): Loss: -0.062 L: 5.180, 0min0sec 
Epoch 16 (batch = 41): Loss: -0.061 L: 5.174, 0min0sec 
Epoch 16 (batch = 42): Loss: -0.061 L: 5.173, 0min0sec 
Epoch 16 (batch = 43): Loss: -0.064 L: 5.173, 0min0sec 
Epoch 16 (batch = 44): Loss: -0.069 L: 5.176, 0min0sec 
Epoch 16 (batch = 45): Loss: -0.067 L: 5.175, 0min0sec 
Epoch 16 (batch = 46): Loss: -0.066 L: 5.176, 0min0sec 
Epoch 16 (batch = 47): Loss: -0.065 L: 5.173, 0min0sec 
Epoch 16 (batch = 48): Loss: -0.064 L: 5.172, 0min0sec 
Epoch 16 (batch = 49): Loss: -0.066 L: 5.175, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 16) 
Epoch 16 candidate mean 5.1946001052856445, baseline mean 5.203999996185303 
Epoch 17 (batch = 0): Loss: -0.081 L: 5.172, 0min2sec 
Epoch 17 (batch = 1): Loss: -0.048 L: 5.105, 0min0sec 
Epoch 17 (batch = 2): Loss: -0.064 L: 5.112, 0min0sec 
Epoch 17 (batch = 3): Loss: 0.044 L: 5.100, 0min1sec 
Epoch 17 (batch = 4): Loss: 0.092 L: 5.169, 0min0sec 
Epoch 17 (batch = 5): Loss: 0.074 L: 5.167, 0min0sec 
Epoch 17 (batch = 6): Loss: 0.061 L: 5.192, 0min0sec 
Epoch 17 (batch = 7): Loss: 0.045 L: 5.195, 0min1sec 
Epoch 17 (batch = 8): Loss: 0.053 L: 5.216, 0min1sec 
Epoch 17 (batch = 9): Loss: 0.049 L: 5.238, 0min0sec 
Epoch 17 (batch = 10): Loss: 0.050 L: 5.232, 0min0sec 
Epoch 17 (batch = 11): Loss: 0.055 L: 5.237, 0min1sec 
Epoch 17 (batch = 12): Loss: 0.046 L: 5.228, 0min0sec 
Epoch 17 (batch = 13): Loss: 0.036 L: 5.224, 0min0sec 
Epoch 17 (batch = 14): Loss: 0.035 L: 5.206, 0min0sec 
Epoch 17 (batch = 15): Loss: 0.020 L: 5.185, 0min0sec 
Epoch 17 (batch = 16): Loss: 0.015 L: 5.181, 0min0sec 
Epoch 17 (batch = 17): Loss: 0.004 L: 5.198, 0min0sec 
Epoch 17 (batch = 18): Loss: 0.002 L: 5.197, 0min0sec 
Epoch 17 (batch = 19): Loss: 0.006 L: 5.198, 0min0sec 
Epoch 17 (batch = 20): Loss: 0.002 L: 5.195, 0min0sec 
Epoch 17 (batch = 21): Loss: -0.001 L: 5.200, 0min0sec 
Epoch 17 (batch = 22): Loss: -0.006 L: 5.205, 0min0sec 
Epoch 17 (batch = 23): Loss: -0.006 L: 5.207, 0min0sec 
Epoch 17 (batch = 24): Loss: -0.004 L: 5.204, 0min0sec 
Epoch 17 (batch = 25): Loss: -0.009 L: 5.209, 0min0sec 
Epoch 17 (batch = 26): Loss: -0.010 L: 5.202, 0min0sec 
Epoch 17 (batch = 27): Loss: -0.012 L: 5.195, 0min0sec 
Epoch 17 (batch = 28): Loss: -0.007 L: 5.203, 0min0sec 
Epoch 17 (batch = 29): Loss: -0.008 L: 5.209, 0min0sec 
Epoch 17 (batch = 30): Loss: -0.009 L: 5.207, 0min0sec 
Epoch 17 (batch = 31): Loss: -0.014 L: 5.205, 0min0sec 
Epoch 17 (batch = 32): Loss: -0.016 L: 5.217, 0min0sec 
Epoch 17 (batch = 33): Loss: -0.022 L: 5.218, 0min1sec 
Epoch 17 (batch = 34): Loss: -0.031 L: 5.218, 0min0sec 
Epoch 17 (batch = 35): Loss: -0.034 L: 5.213, 0min0sec 
Epoch 17 (batch = 36): Loss: -0.028 L: 5.214, 0min0sec 
Epoch 17 (batch = 37): Loss: -0.027 L: 5.212, 0min0sec 
Epoch 17 (batch = 38): Loss: -0.025 L: 5.213, 0min0sec 
Epoch 17 (batch = 39): Loss: -0.029 L: 5.213, 0min0sec 
Epoch 17 (batch = 40): Loss: -0.029 L: 5.204, 0min0sec 
Epoch 17 (batch = 41): Loss: -0.032 L: 5.213, 0min0sec 
Epoch 17 (batch = 42): Loss: -0.031 L: 5.211, 0min0sec 
Epoch 17 (batch = 43): Loss: -0.030 L: 5.214, 0min0sec 
Epoch 17 (batch = 44): Loss: -0.032 L: 5.215, 0min0sec 
Epoch 17 (batch = 45): Loss: -0.030 L: 5.205, 0min0sec 
Epoch 17 (batch = 46): Loss: -0.028 L: 5.200, 0min0sec 
Epoch 17 (batch = 47): Loss: -0.027 L: 5.197, 0min0sec 
Epoch 17 (batch = 48): Loss: -0.027 L: 5.200, 0min0sec 
Epoch 17 (batch = 49): Loss: -0.028 L: 5.198, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 17) 
Epoch 17 candidate mean 5.194699764251709, baseline mean 5.203999996185303 
Epoch 18 (batch = 0): Loss: 0.035 L: 5.227, 0min2sec 
Epoch 18 (batch = 1): Loss: 0.019 L: 5.070, 0min0sec 
Epoch 18 (batch = 2): Loss: -0.017 L: 5.146, 0min0sec 
Epoch 18 (batch = 3): Loss: -0.012 L: 5.123, 0min0sec 
Epoch 18 (batch = 4): Loss: -0.015 L: 5.216, 0min0sec 
Epoch 18 (batch = 5): Loss: 0.002 L: 5.176, 0min0sec 
Epoch 18 (batch = 6): Loss: -0.010 L: 5.145, 0min0sec 
Epoch 18 (batch = 7): Loss: -0.018 L: 5.116, 0min0sec 
Epoch 18 (batch = 8): Loss: -0.026 L: 5.135, 0min0sec 
Epoch 18 (batch = 9): Loss: -0.023 L: 5.162, 0min0sec 
Epoch 18 (batch = 10): Loss: -0.034 L: 5.159, 0min0sec 
Epoch 18 (batch = 11): Loss: -0.032 L: 5.137, 0min0sec 
Epoch 18 (batch = 12): Loss: -0.040 L: 5.141, 0min0sec 
Epoch 18 (batch = 13): Loss: -0.040 L: 5.134, 0min0sec 
Epoch 18 (batch = 14): Loss: -0.054 L: 5.140, 0min0sec 
Epoch 18 (batch = 15): Loss: -0.051 L: 5.119, 0min0sec 
Epoch 18 (batch = 16): Loss: -0.057 L: 5.117, 0min0sec 
Epoch 18 (batch = 17): Loss: -0.059 L: 5.116, 0min0sec 
Epoch 18 (batch = 18): Loss: -0.037 L: 5.130, 0min1sec 
Epoch 18 (batch = 19): Loss: -0.039 L: 5.127, 0min0sec 
Epoch 18 (batch = 20): Loss: -0.045 L: 5.133, 0min0sec 
Epoch 18 (batch = 21): Loss: -0.043 L: 5.139, 0min0sec 
Epoch 18 (batch = 22): Loss: -0.043 L: 5.141, 0min0sec 
Epoch 18 (batch = 23): Loss: -0.045 L: 5.144, 0min0sec 
Epoch 18 (batch = 24): Loss: -0.042 L: 5.143, 0min0sec 
Epoch 18 (batch = 25): Loss: -0.044 L: 5.131, 0min0sec 
Epoch 18 (batch = 26): Loss: -0.042 L: 5.130, 0min0sec 
Epoch 18 (batch = 27): Loss: -0.041 L: 5.130, 0min0sec 
Epoch 18 (batch = 28): Loss: -0.042 L: 5.139, 0min0sec 
Epoch 18 (batch = 29): Loss: -0.052 L: 5.132, 0min1sec 
Epoch 18 (batch = 30): Loss: 0.097 L: 5.127, 0min1sec 
Epoch 18 (batch = 31): Loss: 0.094 L: 5.126, 0min0sec 
Epoch 18 (batch = 32): Loss: 0.089 L: 5.127, 0min0sec 
Epoch 18 (batch = 33): Loss: 0.087 L: 5.129, 0min0sec 
Epoch 18 (batch = 34): Loss: 0.084 L: 5.136, 0min0sec 
Epoch 18 (batch = 35): Loss: 0.076 L: 5.129, 0min0sec 
Epoch 18 (batch = 36): Loss: 0.073 L: 5.128, 0min0sec 
Epoch 18 (batch = 37): Loss: 0.065 L: 5.128, 0min0sec 
Epoch 18 (batch = 38): Loss: 0.062 L: 5.126, 0min0sec 
Epoch 18 (batch = 39): Loss: 0.060 L: 5.129, 0min0sec 
Epoch 18 (batch = 40): Loss: 0.057 L: 5.124, 0min0sec 
Epoch 18 (batch = 41): Loss: 0.057 L: 5.121, 0min0sec 
Epoch 18 (batch = 42): Loss: 0.054 L: 5.129, 0min0sec 
Epoch 18 (batch = 43): Loss: 0.054 L: 5.127, 0min0sec 
Epoch 18 (batch = 44): Loss: 0.053 L: 5.120, 0min0sec 
Epoch 18 (batch = 45): Loss: 0.049 L: 5.125, 0min0sec 
Epoch 18 (batch = 46): Loss: 0.048 L: 5.132, 0min0sec 
Epoch 18 (batch = 47): Loss: 0.046 L: 5.131, 0min0sec 
Epoch 18 (batch = 48): Loss: 0.045 L: 5.126, 0min0sec 
Epoch 18 (batch = 49): Loss: 0.045 L: 5.122, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 18) 
Epoch 18 candidate mean 5.242099761962891, baseline mean 5.203999996185303 
Epoch 19 (batch = 0): Loss: -0.216 L: 5.312, 0min3sec 
Epoch 19 (batch = 1): Loss: -0.118 L: 5.145, 0min0sec 
Epoch 19 (batch = 2): Loss: -0.066 L: 5.125, 0min0sec 
Epoch 19 (batch = 3): Loss: -0.103 L: 5.043, 0min0sec 
Epoch 19 (batch = 4): Loss: -0.066 L: 5.088, 0min0sec 
Epoch 19 (batch = 5): Loss: -0.053 L: 5.055, 0min0sec 
Epoch 19 (batch = 6): Loss: -0.058 L: 5.097, 0min0sec 
Epoch 19 (batch = 7): Loss: -0.054 L: 5.079, 0min0sec 
Epoch 19 (batch = 8): Loss: -0.048 L: 5.089, 0min0sec 
Epoch 19 (batch = 9): Loss: -0.046 L: 5.077, 0min0sec 
Epoch 19 (batch = 10): Loss: -0.071 L: 5.055, 0min0sec 
Epoch 19 (batch = 11): Loss: -0.092 L: 5.056, 0min0sec 
Epoch 19 (batch = 12): Loss: -0.087 L: 5.072, 0min0sec 
Epoch 19 (batch = 13): Loss: -0.077 L: 5.069, 0min0sec 
Epoch 19 (batch = 14): Loss: -0.065 L: 5.079, 0min0sec 
Epoch 19 (batch = 15): Loss: -0.063 L: 5.103, 0min0sec 
Epoch 19 (batch = 16): Loss: -0.065 L: 5.111, 0min0sec 
Epoch 19 (batch = 17): Loss: -0.065 L: 5.115, 0min0sec 
Epoch 19 (batch = 18): Loss: -0.057 L: 5.114, 0min0sec 
Epoch 19 (batch = 19): Loss: -0.058 L: 5.114, 0min0sec 
Epoch 19 (batch = 20): Loss: -0.057 L: 5.124, 0min0sec 
Epoch 19 (batch = 21): Loss: -0.051 L: 5.123, 0min0sec 
Epoch 19 (batch = 22): Loss: -0.051 L: 5.128, 0min0sec 
Epoch 19 (batch = 23): Loss: -0.049 L: 5.126, 0min0sec 
Epoch 19 (batch = 24): Loss: -0.047 L: 5.124, 0min0sec 
Epoch 19 (batch = 25): Loss: -0.045 L: 5.129, 0min0sec 
Epoch 19 (batch = 26): Loss: -0.045 L: 5.127, 0min0sec 
Epoch 19 (batch = 27): Loss: -0.037 L: 5.134, 0min0sec 
Epoch 19 (batch = 28): Loss: -0.038 L: 5.132, 0min0sec 
Epoch 19 (batch = 29): Loss: -0.041 L: 5.133, 0min0sec 
Epoch 19 (batch = 30): Loss: -0.041 L: 5.136, 0min0sec 
Epoch 19 (batch = 31): Loss: -0.038 L: 5.134, 0min0sec 
Epoch 19 (batch = 32): Loss: -0.036 L: 5.132, 0min0sec 
Epoch 19 (batch = 33): Loss: -0.037 L: 5.130, 0min0sec 
Epoch 19 (batch = 34): Loss: -0.034 L: 5.129, 0min1sec 
Epoch 19 (batch = 35): Loss: -0.036 L: 5.141, 0min1sec 
Epoch 19 (batch = 36): Loss: 0.030 L: 5.140, 0min1sec 
Epoch 19 (batch = 37): Loss: 0.028 L: 5.141, 0min0sec 
Epoch 19 (batch = 38): Loss: 0.026 L: 5.139, 0min0sec 
Epoch 19 (batch = 39): Loss: 0.027 L: 5.138, 0min0sec 
Epoch 19 (batch = 40): Loss: 0.021 L: 5.135, 0min0sec 
Epoch 19 (batch = 41): Loss: 0.019 L: 5.138, 0min0sec 
Epoch 19 (batch = 42): Loss: 0.023 L: 5.142, 0min0sec 
Epoch 19 (batch = 43): Loss: 0.021 L: 5.142, 0min0sec 
Epoch 19 (batch = 44): Loss: 0.020 L: 5.146, 0min0sec 
Epoch 19 (batch = 45): Loss: 0.015 L: 5.149, 0min0sec 
Epoch 19 (batch = 46): Loss: 0.011 L: 5.153, 0min0sec 
Epoch 19 (batch = 47): Loss: 0.013 L: 5.153, 0min0sec 
Epoch 19 (batch = 48): Loss: 0.012 L: 5.147, 0min0sec 
Epoch 19 (batch = 49): Loss: 0.012 L: 5.147, 0min0sec 
Evaluating candidate model on baseline dataset (callback epoch = 19) 
Epoch 19 candidate mean 5.146399974822998, baseline mean 5.203999996185303 
Update baseline
Baseline model copied 
_update_baseline : Evaluating baseline model on baseline dataset (epoch = 19) 
bl_vals = [3. 2. 9. ... 9. 7. 8.] ,means = 5.106400012969971 
Epoch 20 (batch = 0): Loss: -0.118 L: 4.891, 0min4sec 
Epoch 20 (batch = 1): Loss: -0.150 L: 4.836, 0min0sec 
Epoch 20 (batch = 2): Loss: -0.109 L: 4.930, 0min0sec 
Epoch 20 (batch = 3): Loss: -0.100 L: 5.004, 0min0sec 
Epoch 20 (batch = 4): Loss: -0.089 L: 5.070, 0min0sec 
Epoch 20 (batch = 5): Loss: -0.079 L: 5.083, 0min0sec 
Epoch 20 (batch = 6): Loss: -0.072 L: 5.041, 0min0sec 
Epoch 20 (batch = 7): Loss: -0.071 L: 5.040, 0min0sec 
Epoch 20 (batch = 8): Loss: -0.074 L: 5.019, 0min0sec 
Epoch 20 (batch = 9): Loss: -0.069 L: 5.037, 0min0sec 
Epoch 20 (batch = 10): Loss: -0.068 L: 5.055, 0min0sec 
Epoch 20 (batch = 11): Loss: -0.060 L: 5.064, 0min0sec 
Epoch 20 (batch = 12): Loss: -0.063 L: 5.060, 0min0sec 
Epoch 20 (batch = 13): Loss: -0.057 L: 5.074, 0min0sec 
Epoch 20 (batch = 14): Loss: -0.051 L: 5.072, 0min0sec 
Epoch 20 (batch = 15): Loss: -0.055 L: 5.056, 0min0sec 
Epoch 20 (batch = 16): Loss: -0.053 L: 5.068, 0min0sec 
Epoch 20 (batch = 17): Loss: -0.050 L: 5.084, 0min0sec 
Epoch 20 (batch = 18): Loss: -0.053 L: 5.094, 0min0sec 
Epoch 20 (batch = 19): Loss: -0.049 L: 5.097, 0min0sec 
Epoch 20 (batch = 20): Loss: -0.049 L: 5.102, 0min0sec 
Epoch 20 (batch = 21): Loss: -0.049 L: 5.098, 0min0sec 
Epoch 20 (batch = 22): Loss: -0.049 L: 5.098, 0min0sec 
Epoch 20 (batch = 23): Loss: -0.051 L: 5.104, 0min0sec 
Epoch 20 (batch = 24): Loss: -0.049 L: 5.093, 0min0sec 
Epoch 20 (batch = 25): Loss: -0.053 L: 5.103, 0min0sec 
Epoch 20 (batch = 26): Loss: -0.054 L: 5.108, 0min1sec 
Epoch 20 (batch = 27): Loss: -0.085 L: 5.118, 0min1sec 
Epoch 20 (batch = 28): Loss: 0.001 L: 5.127, 0min1sec 
Epoch 20 (batch = 29): Loss: 0.186 L: 5.120, 0min1sec 
Epoch 20 (batch = 30): Loss: 0.188 L: 5.122, 0min0sec 
Epoch 20 (batch = 31): Loss: 0.182 L: 5.124, 0min0sec 
Epoch 20 (batch = 32): Loss: 0.171 L: 5.119, 0min0sec 
Epoch 20 (batch = 33): Loss: 0.163 L: 5.113, 0min0sec 
